TYPE,YEAR,HUNDRED_BLOCK,X,Y
Break and Enter Residential/Other,2016,41XX KNIGHT ST,494457.35,5455022.5
Break and Enter Residential/Other,2016,41XX KNIGHT ST,494457.79,5455033.4
Break and Enter Residential/Other,2016,41XX MAIN ST,492644.53,5454998.66
Theft from Vehicle,2016,15XX W 1ST AVE,489747.34,5457601.28
Theft from Vehicle,2016,HOWE ST / ROBSON ST,491211.48,5458814.39
Theft from Vehicle,2016,HOWE ST / ROBSON ST,491211.48,5458814.39
Theft from Vehicle,2016,HOWE ST / ROBSON ST,491211.48,5458814.39
Theft from Vehicle,2016,HOWE ST / ROBSON ST,491211.48,5458814.39
Theft from Vehicle,2016,HOWE ST / ROBSON ST,491211.48,5458814.39
Theft from Vehicle,2016,HOWE ST / ROBSON ST,491211.48,5458814.39
Other Theft,2016,6XX W 41ST AVE,491253.25,5453429.85
Break and Enter Residential/Other,2016,41XX MILLER ST,495001.68,5455000.13
Break and Enter Residential/Other,2016,41XX MILLER ST,495011.12,5455061.6
Break and Enter Commercial,2016,6XX LEG IN BOOT SQ,491319.68,5457178.8
Break and Enter Commercial,2016,6XX KINGSWAY AVE,493406.24,5456030.16
Mischief,2016,18XX PENDRELL ST,489713.93,5459533.82
Mischief,2016,69XX LA SALLE ST,498127.23,5451973.07
Break and Enter Residential/Other,2016,41XX OSLER ST,490555.6,5455089.77
Break and Enter Commercial,2016,6XX INDUSTRIAL AVE,493416.15,5457314.39
Break and Enter Commercial,2016,6XX INDUSTRIAL AVE,493411.3,5457315.65
Break and Enter Commercial,2016,6XX INDUSTRIAL AVE,493402.51,5457317.94
Break and Enter Commercial,2016,6XX HOWE ST,491425.85,5459033.71
Other Theft,2016,27XX E HASTINGS ST,496589.59,5458716.83
Theft of Vehicle,2016,32XX KITCHENER ST,497457.72,5457720.5
Mischief,2016,18XX TRAFALGAR ST,488028.64,5457441.48
Break and Enter Residential/Other,2016,41XX PRINCE EDWARD ST,492960.53,5455036.94
Mischief,2016,18XX TRUTCH ST,487223.34,5457511.2
Theft from Vehicle,2016,32XX RUPERT ST,497549.65,5455866.89
Mischief,2016,44XX COMMERCIAL ST,495064.84,5454746.82
Break and Enter Residential/Other,2016,1XX W 20TH AVE,492068.97,5455563.4
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Theft from Vehicle,2016,HOWE ST / SMITHE ST,491095.17,5458699.55
Break and Enter Residential/Other,2016,18XX W 3RD AVE,489324.19,5457357.62
Theft from Vehicle,2016,12XX GRANVILLE ST,490766.29,5458211.17
Theft from Vehicle,2016,32XX ROSEMONT DR,497189.78,5451407.51
Theft from Vehicle,2016,43XX ONTARIO ST,492353.99,5454867.73
Theft from Vehicle,2016,32XX RENFREW ST,496762.68,5455836.15
Theft from Vehicle,2016,12XX GRANVILLE ST,490766.33,5458211.21
Other Theft,2016,11XX DENMAN ST,489718.21,5459438.75
Theft from Vehicle,2016,4XX E 30TH AVE,493124.58,5454524.87
Theft from Vehicle,2016,15XX W 1ST AVE,489748.38,5457601.83
Mischief,2016,69XX CULLODEN ST,494265.72,5452109.85
Break and Enter Commercial,2016,6XX HOWE ST,491402.0,5459010.4
Break and Enter Residential/Other,2016,34XX W 22ND AVE,486801.34,5455575.39
Theft from Vehicle,2016,15XX W 1ST AVE,489748.38,5457601.83
Mischief,2016,18XX MAPLE ST,489066.67,5457383.45
Mischief,2016,18XX MAST TOWER RD,490066.92,5457635.19
Break and Enter Commercial,2016,6XX HORNBY ST,491341.72,5459089.06
Break and Enter Commercial,2016,6XX HORNBY ST,491334.2,5459068.67
Other Theft,2016,11XX DENMAN ST,489719.06,5459439.6
Theft from Vehicle,2016,15XX W 1ST AVE,489748.38,5457601.83
Break and Enter Commercial,2016,6XX HEATLEY AVE,493486.39,5458484.63
Theft from Vehicle,2016,15XX W 1ST AVE,489748.38,5457601.83
Break and Enter Commercial,2016,6XX HAMILTON ST,491755.72,5458641.82
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,7XX PACIFIC BLVD,491970.87,5458157.5
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,7XX PACIFIC BLVD,491969.67,5458156.55
Theft from Vehicle,2016,32XX QUEENS AVE,497328.22,5454307.97
Other Theft,2016,35XX E HASTINGS ST,497948.87,5458704.53
Theft from Vehicle,2016,7XX PACIFIC BLVD,491969.67,5458156.55
Theft from Vehicle,2016,7XX PACIFIC BLVD,491969.67,5458156.55
Other Theft,2016,35XX E HASTINGS ST,497948.87,5458704.53
Theft from Vehicle,2016,81XX ONTARIO ST,492228.26,5450914.85
Other Theft,2016,27XX E HASTINGS ST,496543.11,5458716.99
Break and Enter Residential/Other,2016,41XX W 11TH AVE,485490.35,5456682.87
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,HOWE ST / W CORDOVA ST,491719.48,5459323.81
Theft from Vehicle,2016,HOWE ST / W CORDOVA ST,491719.48,5459323.81
Theft from Vehicle,2016,HOWE ST / W CORDOVA ST,491719.48,5459323.81
Other Theft,2016,27XX E HASTINGS ST,496543.11,5458716.99
Other Theft,2016,35XX E HASTINGS ST,497948.87,5458704.53
Theft from Vehicle,2016,7XX NICOLA ST,490592.11,5459673.96
Theft from Vehicle,2016,7XX NICOLA ST,490591.19,5459673.03
Theft of Vehicle,2016,32XX MATAPAN CRES,497821.8,5456048.82
Break and Enter Residential/Other,2016,41XX W 14 AV,485483.39,5456389.2
Break and Enter Residential/Other,2016,41XX W 14TH AVE,485483.39,5456389.2
Mischief,2016,18XX HARO ST,490041.87,5459826.74
Break and Enter Residential/Other,2016,41XX W 14TH AVE,485580.42,5456377.53
Mischief,2016,39XX W 24TH AVE,486097.62,5455389.54
Theft from Vehicle,2016,7XX NATIONAL AVE,493660.17,5457765.02
Break and Enter Residential/Other,2016,11XX E 29TH AVE,494098.02,5454655.59
Mischief,2016,18XX HARO ST,490043.12,5459812.59
Break and Enter Residential/Other,2016,41XX W 15TH AVE,485625.94,5456271.44
Mischief,2016,5XX W HASTINGS ST,491827.08,5459079.55
Theft from Vehicle,2016,E 49TH AVE / FRASER ST,493395.14,5452521.66
Theft from Vehicle,2016,32XX PARKER ST,497368.2,5458111.82
Break and Enter Residential/Other,2016,41XX W 16TH AVE,485555.36,5456184.04
Break and Enter Residential/Other,2016,21XX YORK AVE,488780.0,5457664.29
Theft from Vehicle,2016,HOWE ST / W GEORGIA ST,491334.33,5458937.86
Theft from Vehicle,2016,HOWE ST / W GEORGIA ST,491334.33,5458937.86
Theft from Vehicle,2016,32XX ONTARIO ST,492367.92,5455988.97
Mischief,2016,5XX W HASTINGS ST,491827.08,5459079.55
Other Theft,2016,11XX ROBSON ST,490792.7,5459235.63
Other Theft,2016,11XX ROBSON ST,490792.7,5459235.63
Mischief,2016,18XX NOOTKA ST,496976.76,5457260.86
Theft from Vehicle,2016,7XX MILLYARD ST,491214.71,5457132.05
Break and Enter Commercial,2016,6XX GRANVILLE ST,491445.91,5458896.41
Break and Enter Commercial,2016,6XX GRANVILLE ST,491445.91,5458896.41
Theft from Vehicle,2016,7XX MALKIN AVE,493591.23,5458009.62
Theft from Vehicle,2016,7XX MALKIN AVE,493299.02,5458069.4
Theft from Vehicle,2016,7XX MAIN ST,492751.37,5458332.91
Theft from Vehicle,2016,7XX MAIN ST,492747.66,5458425.56
Theft from Vehicle,2016,7XX MAIN ST,492747.66,5458425.56
Theft from Vehicle,2016,7XX MAIN ST,492747.66,5458425.56
Theft from Vehicle,2016,7XX MAIN ST,492747.66,5458425.56
Theft from Vehicle,2016,7XX MAIN ST,492747.66,5458425.56
Theft from Vehicle,2016,81XX NUNAVUT LANE,491539.96,5450938.92
Theft from Vehicle,2016,7XX MAIN ST,492747.66,5458425.56
Theft from Vehicle,2016,7XX MAIN ST,492747.66,5458425.56
Theft from Vehicle,2016,7XX MAIN ST,492747.66,5458425.56
Theft from Vehicle,2016,81XX NUNAVUT LANE,491539.96,5450938.92
Break and Enter Residential/Other,2016,42XX HUDSON ST,490207.41,5454985.26
Break and Enter Residential/Other,2016,42XX JOHN ST,492915.11,5454920.52
Theft from Vehicle,2016,7XX MAIN ST,492746.89,5458411.61
Break and Enter Residential/Other,2016,1XX TALISMAN AVE,492064.0,5454824.16
Mischief,2016,6XX ALEXANDER ST,493338.88,5459021.36
Mischief,2016,39XX W 29TH AVE,486035.38,5454847.12
Mischief,2016,69XX MCKINNON ST,497162.3,5451968.47
Break and Enter Residential/Other,2016,42XX NANAIMO ST,495881.33,5454878.15
Theft from Vehicle,2016,HOWE ST / W PENDER ST,491575.3,5459176.0
Theft from Vehicle,2016,HOWE ST / W PENDER ST,491575.3,5459176.0
Theft from Vehicle,2016,HOWE ST / W PENDER ST,491575.3,5459176.0
Theft of Vehicle,2016,1X W 14TH AVE,492324.68,5456189.64
Theft from Vehicle,2016,81XX MONTCALM ST,490117.67,5451055.77
Theft from Vehicle,2016,15XX W 1ST AVE,489800.42,5457629.46
Theft from Vehicle,2016,HUDSON ST / NANTON AVE,490217.69,5454878.56
Theft from Vehicle,2016,HUDSON ST / W 26TH AVE,490213.98,5455063.17
Theft from Vehicle,2016,32XX NAPIER ST,497476.49,5458028.15
Mischief,2016,20XX W 4TH AVE,489047.33,5457264.47
Break and Enter Commercial,2016,6XX GRANVILLE ST,491444.61,5458895.1
Break and Enter Residential/Other,2016,22XX BLENHEIM ST,487072.67,5457109.89
Theft from Vehicle,2016,HUDSON ST / W 47TH AVE,490168.74,5452880.42
Mischief,2016,4XX W 41ST AVE,491573.97,5453411.12
Theft from Vehicle,2016,HUDSON ST / W 51ST AVE,490158.74,5452465.84
Break and Enter Residential/Other,2016,42XX OSLER ST,490553.12,5455021.01
Mischief,2016,5XX W HASTINGS ST,491827.08,5459079.55
Break and Enter Residential/Other,2016,42XX PERRY ST,494804.6,5454934.56
Mischief,2016,5XX W HASTINGS ST,491827.08,5459079.55
Break and Enter Residential/Other,2016,42XX PERRY ST,494813.1,5454907.31
Mischief,2016,2XX E HASTINGS ST,492847.01,5458739.52
Theft from Vehicle,2016,HUDSON ST / W 73RD AVE,490184.63,5450175.64
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Break and Enter Residential/Other,2016,42XX PRINCE EDWARD ST,492957.64,5454902.43
Theft from Vehicle,2016,43XX NANAIMO ST,495881.06,5454832.54
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Break and Enter Commercial,2016,6XX GORE AVE,492927.91,5458509.96
Other Theft,2016,3XX SE MARINE DR,492774.27,5450882.58
Theft from Vehicle,2016,7XX KINGSWAY AVE,493514.04,5455955.2
Theft from Vehicle,2016,INDUSTRIAL AVE / MAIN ST,492682.4,5457532.35
Break and Enter Commercial,2016,6XX GORE AVE,492927.75,5458511.8
Theft from Vehicle,2016,9XX SEYMOUR ST,491218.05,5458520.18
Mischief,2016,18XX BLENHEIM ST,487072.44,5457512.04
Theft from Vehicle,2016,INDUSTRIAL AVE / STATION ST,492864.88,5457462.53
Break and Enter Residential/Other,2016,17XX COMMERCIAL DR,494926.76,5457396.19
Theft from Vehicle,2016,15XX W 26TH AVE,489785.18,5455069.02
Theft from Vehicle,2016,INVERNESS ST / KINGSWAY AVE,494185.82,5455480.08
Theft from Vehicle,2016,INVERNESS ST / KINGSWAY AVE,494185.82,5455480.08
Mischief,2016,5XX W HASTINGS ST,491849.66,5459043.98
Break and Enter Commercial,2016,6XX EVANS AVE,493476.72,5457724.97
Theft from Vehicle,2016,15XX W 28TH AVE,489702.82,5454867.12
Break and Enter Residential/Other,2016,11XX E 24TH AVE,494106.76,5455140.55
Other Theft,2016,3XX SE MARINE DR,492774.27,5450882.58
Mischief,2016,2XX E HASTINGS ST,492900.42,5458738.18
Break and Enter Commercial,2016,6XX EVANS AVE,493456.66,5457720.72
Break and Enter Commercial,2016,6XX EVANS AVE,493405.87,5457733.87
Theft from Vehicle,2016,15XX W 29TH AVE,489822.96,5454756.55
Theft from Vehicle,2016,7XX KEEFER ST,493522.74,5458512.19
Theft from Vehicle,2016,7XX KEEFER ST,493490.21,5458505.42
Theft from Vehicle,2016,JACKSON AVE / KEEFER ST,493198.78,5458516.57
Mischief,2016,5XX W HASTINGS ST,491854.71,5459038.91
Mischief,2016,5XX W HASTINGS ST,491854.71,5459038.91
Break and Enter Commercial,2016,6XX E HASTINGS ST,493455.37,5458712.4
Break and Enter Residential/Other,2016,42XX SOPHIA ST,492788.13,5454900.21
Mischief,2016,5XX W PENDER ST,491760.5,5459005.02
Theft from Vehicle,2016,JACKSON AVE / POWELL ST,493211.19,5458928.72
Theft from Vehicle,2016,JACKSON AVE / POWELL ST,493211.19,5458928.72
Theft from Vehicle,2016,JACKSON AVE / PRIOR ST,493189.93,5458217.13
Break and Enter Commercial,2016,6XX E HASTINGS ST,493416.83,5458722.58
Mischief,2016,2XX E PENDER ST,492850.12,5458622.33
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Mischief,2016,60XX ST GEORGE ST,493153.42,5453016.92
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,7XX KASLO ST,496606.99,5458387.7
Break and Enter Commercial,2016,6XX E HASTINGS ST,493389.52,5458714.16
Mischief,2016,18XX BARCLAY ST,489927.9,5459786.61
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,11XX E 54TH AVE,494037.43,5451977.03
Theft from Vehicle,2016,7XX KASLO ST,496594.06,5458308.59
Break and Enter Commercial,2016,6XX E BROADWAY AVE,493497.68,5456643.85
Theft from Vehicle,2016,7XX JERVIS ST,490774.92,5459489.62
Break and Enter Commercial,2016,6XX E BROADWAY AVE,493472.1,5456634.91
Break and Enter Commercial,2016,6XX E BROADWAY AVE,493472.1,5456634.91
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,JERVIS ST / PENDRELL ST,490262.97,5458982.75
Break and Enter Residential/Other,2016,22XX COMMERCIAL DR,494930.01,5456874.8
Break and Enter Residential/Other,2016,22XX CORNWALL AVE,488590.34,5457769.02
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Mischief,2016,2XX E PENDER ST,492757.33,5458625.15
Break and Enter Residential/Other,2016,42XX W 11TH AVE,485266.32,5456695.45
Mischief,2016,6XX E 56TH AVE,493302.21,5451816.28
Other Theft,2016,COLUMBIA ST / W BROADWAY AVE,492034.32,5456712.02
Break and Enter Commercial,2016,6XX E 6TH AVE,493411.62,5456951.09
Theft from Vehicle,2016,32XX MARMION AVE,497280.86,5453196.16
Other Theft,2016,27XX GRANVILLE ST,489912.31,5456550.4
Break and Enter Residential/Other,2016,42XX W 11TH AVE,485432.35,5456693.33
Theft from Vehicle,2016,7XX JERVIS ST,490698.86,5459410.5
Theft from Vehicle,2016,7XX JERVIS ST,490698.86,5459410.5
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,7XX JERVIS ST,490697.99,5459409.59
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,7XX JERVIS ST,490667.76,5459378.23
Theft from Vehicle,2016,7XX JERVIS ST,490667.76,5459378.23
Theft from Vehicle,2016,7XX JERVIS ST,490667.76,5459378.23
Break and Enter Commercial,2016,6XX E 58TH AVE,493270.06,5451595.1
Break and Enter Residential/Other,2016,34XX W 29TH AVE,486794.84,5454832.23
Theft from Vehicle,2016,15XX W 2ND AVE,489830.28,5457441.93
Theft from Vehicle,2016,15XX W 2ND AVE,489830.28,5457441.93
Break and Enter Residential/Other,2016,34XX W 29TH AVE,486848.01,5454831.88
Break and Enter Commercial,2016,6XX E 27TH AVE,493411.85,5454880.52
Break and Enter Commercial,2016,6XX E 27TH AVE,493400.65,5454880.64
Other Theft,2016,27XX GRANVILLE ST,489912.31,5456550.4
Other Theft,2016,27XX GRANVILLE ST,489912.31,5456550.4
Break and Enter Commercial,2016,6XX E 18TH AVE,493433.9,5455762.37
Theft from Vehicle,2016,43XX MAIN ST,492639.64,5454882.92
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Break and Enter Commercial,2016,6XX E 16TH AVE,493446.8,5455959.34
Break and Enter Commercial,2016,6XX E 16TH AVE,493442.2,5455959.47
Other Theft,2016,27XX GRANVILLE ST,489904.31,5456463.16
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,7XX JERVIS ST,490661.18,5459384.57
Break and Enter Commercial,2016,6XX DUNSMUIR ST,491547.54,5458974.64
Theft from Vehicle,2016,32XX KITCHENER ST,497361.93,5457720.74
Break and Enter Commercial,2016,6XX DRAKE ST,490774.12,5458083.1
Break and Enter Commercial,2016,6XX DRAKE ST,490774.12,5458083.1
Break and Enter Commercial,2016,6XX DRAKE ST,490774.12,5458083.1
Mischief,2016,6X W 8TH AVE,492275.58,5456781.59
Other Theft,2016,11XX BUTE ST,490346.86,5458842.26
Theft from Vehicle,2016,7XX JERVIS ST,490661.18,5459384.57
Break and Enter Commercial,2016,6XX DENMAN ST,490235.98,5459961.63
Break and Enter Commercial,2016,6XX DENMAN ST,490235.98,5459961.63
Break and Enter Commercial,2016,6XX DENMAN ST,490235.98,5459961.63
Other Theft,2016,COLUMBIA ST / W BROADWAY AVE,492034.32,5456712.02
Other Theft,2016,64XX VICTORIA DR,495211.49,5452620.46
Break and Enter Residential/Other,2016,42XX W 15 TH AVE,485384.06,5456289.32
Theft of Vehicle,2016,32XX ROSEMONT DR,497158.53,5451407.65
